Number of layers: 4
Network Structure: [4, 2, 2, 2, 4]
Correctly classified samples: 245
Missclassified samples: 255
Accuracy: 0.49
 Sample No                                                                                  Feature  Predicted Class  Actual Class
         2         [0.557719396001457, 0.4235901821653499, 0.4540364774426892, 0.43159087756069536]                4             3
         3   [-0.3937313164518453, -0.4831738624332431, -0.46162906167388335, -0.40522800541533427]                1             2
         8       [0.39707012721859264, 0.45446354279113754, 0.5334471270033636, 0.4643125250599593]                4             3
        13        [0.4803034880459799, 0.43152597133409304, 0.47171732865388655, 0.470823812457547]                4             3
        15         [0.4075053867293758, 0.4647745160365151, 0.4662611705513605, 0.4656036352135928]                4             3
        17         [0.3994123281355703, 0.4552904490134458, 0.4939585069921071, 0.4730320875718926]                4             3
        18    [-0.49577705966577634, -0.4081269456560651, -0.513560737530566, -0.44836714316027454]                1             2
        20   [-0.45599631913809874, -0.4117769931991351, -0.3721885538504794, -0.44331823941771187]                1             2
        21    [-0.35388931859339134, -0.4581450845815344, -0.44956971577157256, -0.422618801728777]                1             2
        23        [0.45544655868848877, 0.4753657386540988, 0.49984565331269093, 0.466244391605605]                4             3
        24  [-0.38100519391733856, -0.42887031221965577, -0.41831540996016714, -0.4590910010998417]                1             2
        25         [0.46008285793683973, 0.4405800019253789, 0.4572445919364929, 0.515271283643923]                4             3
        33       [0.44115079388998835, 0.4868432434171473, 0.47292126557052866, 0.4557066977737408]                4             3
        36  [-0.47910445514411515, -0.4000118372503538, -0.42644536120737897, -0.42405640103707215]                1             2
        38   [-0.4639932557190025, -0.41061608117373005, -0.5009840347305727, -0.47717957951261286]                1             2
        42          [0.57169032310103, 0.45052093554657896, 0.4596265546025301, 0.4699984355182623]                4             3
        43   [-0.5319628710732578, -0.48075558206876084, -0.42422031337932115, -0.4293602381753669]                1             2
        44         [0.3991406701740235, 0.5052754077838465, 0.46204019836612953, 0.466740346985498]                4             3
        45     [-0.428492267579249, -0.45854561436201147, -0.4890389595884058, -0.4402211604076151]                1             2
        47        [0.3864841129346753, 0.47678161421343146, 0.42982371076074827, 0.469217201164324]                4             3
        48        [0.4982687255206502, 0.5230215856767728, 0.40615307922732774, 0.4822248556260246]                4             3
        50  [-0.44916397306875255, -0.46112791483007665, -0.4526268971809704, -0.42339471086679226]                1             2
        51    [-0.4070091392895696, -0.396585087383524, -0.42723203954585054, -0.44055935508345345]                1             2
        52    [-0.49859558012812194, -0.4260840793637276, -0.4460913429697552, -0.4322850834066176]                1             2
        53    [-0.38549178349019864, -0.4564012356333146, -0.4510397641052832, -0.4431109226317209]                1             2
        56 [-0.44919662618941375, -0.40190599278903316, -0.40177265975792825, -0.41563097439218166]                1             2
        57     [0.43269937243813095, 0.41463971915436904, 0.47521173861702976, 0.47543981258384993]                4             3
        61     [0.43103988436589885, 0.48149657318390554, 0.47984866801946374, 0.46258538633463386]                4             3
        65   [-0.47718709990418107, -0.5366849936652337, -0.41604265908393306, -0.3950510245854593]                1             2
        66        [0.49244984884367193, 0.514684961165315, 0.46558146295770114, 0.4358396310148591]                4             3
        69       [0.42490821670691137, 0.49153014546772006, 0.5120775996778373, 0.4744818074553794]                4             3
        74   [-0.4476281964634387, -0.49366441693333196, -0.4211089238069884, -0.44547013201245494]                1             2
        75  [-0.46834721341086827, -0.46987557986238826, -0.41509323288087796, -0.4397268994760263]                1             2
        77       [0.4843130658367536, 0.41397521963699563, 0.49831722908079107, 0.4692047013425953]                4             3
        80         [0.3692230600043917, 0.504178691606828, 0.4623036986108676, 0.46787092775519196]                4             3
        85         [0.44683458214463123, 0.4941890677315987, 0.48684265226436, 0.41972261527011834]                4             3
        87      [0.44661609268285507, 0.4625201806988989, 0.48104348864901625, 0.47989988833404496]                4             3
        92      [-0.353733792331448, -0.4309608789606912, -0.4584166397316129, -0.4360029408037977]                1             2
        93  [-0.37730384576305387, -0.37096427856627284, -0.4770383450642715, -0.43470616672474466]                1             2
        97        [0.4773927113082509, 0.46620322971445116, 0.446722211362891, 0.48249639569612773]                4             3
       100  [-0.45185328574958616, -0.4044229532395446, -0.47868969551514867, -0.40740320635811167]                1             2
       101    [-0.4756847619284022, -0.4289457973539746, -0.4506346757872777, -0.42120371354004793]                1             2
       103    [-0.47387227493250567, -0.4355612693595221, -0.4599533695759561, -0.4339698176848223]                1             2
       104  [-0.3685597160603481, -0.43532226713562416, -0.38883226431261103, -0.46992272315038464]                1             2
       105   [-0.45062623323556056, -0.4707106364130918, -0.4270755500444649, -0.46568724017213564]                1             2
       106     [-0.533500878343971, -0.4526731390860411, -0.48858141121269616, -0.4574995826390897]                1             2
       107     [-0.46538454364199705, -0.500604328466699, -0.42157098525746484, -0.430391169440192]                1             2
       109     [-0.5567263574638485, -0.3888222426877113, -0.425187464006082, -0.47676460362784207]                1             2
       110       [0.5755204418938338, 0.45725616692798193, 0.4224176536639611, 0.44269433020543286]                4             3
       111    [-0.4198716987595002, -0.4919480775957473, -0.4507942519366031, -0.43955970670340616]                1             2
       112       [0.4404978258726782, 0.47066537234510347, 0.44386411790057584, 0.4579076212705364]                4             3
       113    [-0.4239161052720507, -0.5212389704302958, -0.4914874882763314, -0.46130495860648085]                1             2
       114   [-0.43014587163937473, -0.4302879716017836, -0.4580496801632366, -0.40771697476441343]                1             2
       119        [0.43847557878972737, 0.4547038408391705, 0.4510873839204402, 0.4542698006570744]                4             3
       120        [0.4546846184523102, 0.4862515713183121, 0.46640478615628295, 0.4464175339878798]                4             3
       121         [0.5571965078041222, 0.4303778336120818, 0.4546123691060036, 0.4653532316069616]                4             3
       124        [0.4085173323019543, 0.46150388595034086, 0.4753209430831558, 0.4378125696902186]                4             3
       125    [-0.3673135562396287, -0.39297319007418674, -0.440198357988969, -0.42343827782615967]                1             2
       127    [-0.48840877179240466, -0.3623917967945913, -0.4368897080085058, -0.4272406436930674]                1             2
       129   [-0.4860347639467281, -0.39755618895152983, -0.4412778002931557, -0.44728888264828637]                1             2
       130      [0.46901249247119253, 0.5019010884930859, 0.45944450096348866, 0.47051460536915535]                4             3
       132         [0.4215625489933947, 0.4471748946520355, 0.4500803795365681, 0.4783621967663139]                4             3
       133        [0.5450667202322798, 0.4053974329444925, 0.5132942043012826, 0.49244443908410823]                4             3
       134         [0.4696376069506738, 0.5223343686956091, 0.4708151666417807, 0.4405726737389929]                4             3
       135         [0.527747185660659, 0.5468232631186211, 0.44211112158101884, 0.4409959948492248]                4             3
       137   [-0.4432898950085227, -0.46775130067236087, -0.4538371871052448, -0.44848141752863174]                1             2
